ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
102;daikon.inv.unary.string.FixedLengthString;TP;FP;390;177;567
103;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;416;90;506
104;daikon.inv.unary.string.IsUrl;TP;FP;384;178;562
105;daikon.inv.unary.string.FixedLengthString;TP;FP;398;168;566
106;daikon.inv.binary.twoString.StdString$SubString;FP;FP;405;258;663
107;daikon.inv.binary.twoString.StdString$SubString;FP;FP;410;165;575
108;daikon.inv.binary.twoString.StdString$SubString;FP;FP;410;210;620
109;daikon.inv.binary.twoString.StdString$SubString;TP;FP;402;174;576
110;daikon.inv.binary.twoString.StdString$SubString;TP;FP;412;195;607
111;daikon.inv.binary.twoString.StdString$SubString;TP;FP;412;196;608
112;daikon.inv.binary.twoString.StdString$SubString;TP;FP;397;239;636
113;daikon.inv.binary.twoString.StdString$SubString;TP;FP;398;210;608
114;daikon.inv.binary.twoString.StdString$SubString;TP;FP;437;99;536
115;daikon.inv.binary.twoString.StdString$SubString;TP;FP;440;210;650
116;daikon.inv.binary.twoString.StdString$SubString;TP;FP;440;228;668
117;daikon.inv.binary.twoString.StdString$SubString;TP;FP;441;228;669
118;daikon.inv.binary.twoString.StdString$SubString;TP;FP;435;94;529
119;daikon.inv.binary.twoString.StdString$SubString;TP;FP;436;226;662
120;daikon.inv.binary.twoString.StdString$SubString;TP;FP;435;161;596
121;daikon.inv.binary.twoString.StdString$SubString;TP;FP;421;181;602
122;daikon.inv.binary.twoString.StdString$SubString;TP;FP;439;244;683
123;daikon.inv.binary.twoString.StdString$SubString;TP;FP;390;160;550
124;daikon.inv.binary.twoString.StdString$SubString;TP;FP;401;197;598
125;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;164;588
126;daikon.inv.binary.twoString.StdString$SubString;TP;TP;425;197;622
127;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;200;624
128;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;239;662
129;daikon.inv.binary.twoString.StdString$SubString;TP;FP;428;195;623
130;daikon.inv.binary.twoString.StdString$SubString;TP;FP;421;166;587
131;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;203;627
132;daikon.inv.binary.twoString.StdString$SubString;TP;FP;426;231;657
133;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;181;604
134;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;234;656
135;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;195;617
136;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;176;596
137;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;170;589
138;daikon.inv.binary.twoString.StdString$SubString;TP;FP;421;163;584
139;daikon.inv.binary.twoString.StdString$SubString;TP;FP;428;210;638
140;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;189;614
141;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;176;600
142;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;121;545
143;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;119;543
144;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;174;596
145;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;167;590
146;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;180;602
147;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;158;578
148;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;205;628
149;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;168;593
150;daikon.inv.binary.twoString.StdString$SubString;TP;FP;429;171;600
151;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;168;591
152;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;168;590
153;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;192;617
154;daikon.inv.binary.twoString.StdString$SubString;TP;FP;423;182;605
155;daikon.inv.binary.twoString.StdString$SubString;TP;FP;421;199;620
156;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;171;591
157;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;174;593
158;daikon.inv.binary.twoString.StdString$SubString;TP;FP;421;160;581
159;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;191;615
160;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;189;609
161;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;192;606
162;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;221;641
163;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;214;639
164;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;165;590
165;daikon.inv.binary.twoScalar.IntEqual;FP;FP;389;168;557
166;daikon.inv.unary.string.OneOfString;FP;FP;410;215;625
167;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;387;170;557
168;daikon.inv.binary.twoString.StdString$SubString;FP;FP;395;288;683
169;daikon.inv.binary.twoString.StdString$SubString;FP;FP;392;194;586
170;daikon.inv.binary.twoString.StdString$SubString;TP;FP;410;223;633
171;daikon.inv.unary.string.OneOfString;FP;FP;428;113;541
172;daikon.inv.unary.string.IsUrl;TP;FP;368;172;540
