ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
60;daikon.inv.unary.string.FixedLengthString;TP;FP;381;352;733
61;daikon.inv.unary.string.FixedLengthString;TP;FP;383;312;695
62;daikon.inv.unary.string.IsUrl;TP;FP;378;332;710
63;daikon.inv.unary.string.IsNumeric;FP;FP;375;367;742
64;daikon.inv.unary.string.IsUrl;TP;FP;376;341;717
65;daikon.inv.unary.string.FixedLengthString;TP;FP;393;400;793
66;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;424;468;892
67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;400;400;800
68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;417;456;873
69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;408;411;819
70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;422;480;902
71;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;398;382;780
72;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;398;406;804
73;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;398;350;748
74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;408;409;817
75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;412;531;943
76;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;371;415;786
77;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;437;428;865
78;daikon.inv.unary.scalar.LowerBound;TP;FP;401;303;704
79;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;406;391;797
80;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;386;305;691
81;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;402;419;821
82;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;410;424;834
83;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;371;328;699
84;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;371;328;699
85;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;377;388;765
86;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;415;518;933
87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;400;465;865
88;daikon.inv.unary.scalar.LowerBoundFloat;TP;FP;380;271;651
