ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
53;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;981;376;1357;10000
54;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;919;428;1347;10000
55;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;0.95;738;416;1154;10000
56;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;820;401;1221;10000
57;daikon.inv.unary.string.IsUrl;TP;TP;0.95;815;373;1188;10000
58;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;785;408;1193;10000
59;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;842;438;1280;10000
60;daikon.inv.unary.string.IsUrl;TP;TP;0.95;837;369;1206;10000
61;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;851;393;1244;10000
62;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;748;414;1162;10000
63;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;871;454;1325;10000
64;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;987;351;1338;10000
65;daikon.inv.unary.string.IsUrl;TP;TP;0.95;982;302;1284;10000
66;daikon.inv.unary.string.FixedLengthString;FP;FP;0.8;694;375;1069;100
67;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;690;367;1057;10000
68;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;803;424;1227;10000
69;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;964;361;1325;10000
70;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;967;466;1433;10000
71;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;888;416;1304;10000
72;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.99;925;370;1295;10000
73;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1060;385;1445;10000
74;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;981;478;1459;10000
75;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;908;432;1340;10000
76;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1031;362;1393;10000
77;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;947;459;1406;10000
78;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;927;427;1354;10000
79;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;923;429;1352;10000
80;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;855;405;1260;10000
81;daikon.inv.unary.string.IsUrl;TP;TP;0.95;839;312;1151;10000
82;daikon.inv.unary.string.IsUrl;TP;TP;0.85;846;471;1317;10000
83;daikon.inv.unary.string.IsUrl;TP;FP;0.8;864;348;1212;10000
84;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;991;412;1403;10000
85;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;995;360;1355;10000
86;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1006;426;1432;10000
87;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;939;450;1389;10000
88;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;933;420;1353;10000
89;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;928;433;1361;10000
90;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;821;474;1295;100
91;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;823;507;1330;100
92;daikon.inv.unary.string.OneOfString;FP;TP;0.95;739;405;1144;10000
93;daikon.inv.unary.scalar.NonZero;FP;TP;0.9;730;359;1089;10000
94;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;796;581;1377;1000
95;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;827;521;1348;10000
96;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.9;829;499;1328;10000
97;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.9;815;436;1251;10000
98;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.9;755;508;1263;1000
99;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;763;450;1213;10000
100;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;838;431;1269;10000
101;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;842;444;1286;10000
102;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;683;470;1153;10000
