ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
138;daikon.inv.unary.string.FixedLengthString;TP;FP;544;355;899
139;daikon.inv.unary.string.IsUrl;TP;FP;456;346;802
140;daikon.inv.binary.twoString.StdString$SubString;TP;FP;552;440;992
141;daikon.inv.binary.twoString.StdString$SubString;TP;TP;558;466;1024
142;daikon.inv.binary.twoString.StdString$SubString;FP;FP;484;425;909
143;daikon.inv.unary.string.FixedLengthString;TP;FP;385;371;756
144;daikon.inv.unary.string.IsUrl;TP;FP;367;328;695
145;daikon.inv.unary.string.FixedLengthString;TP;TP;425;333;758
146;daikon.inv.unary.string.FixedLengthString;TP;TP;429;305;734
147;daikon.inv.unary.string.FixedLengthString;TP;FP;450;321;771
148;daikon.inv.unary.string.IsNumeric;TP;FP;444;365;809
149;daikon.inv.unary.string.FixedLengthString;TP;TP;430;315;745
150;daikon.inv.unary.string.FixedLengthString;TP;FP;395;312;707
151;daikon.inv.binary.twoString.StdString$SubString;TP;FP;460;418;878
152;daikon.inv.binary.twoString.StdString$SubString;TP;FP;442;448;890
153;daikon.inv.binary.twoString.StdString$SubString;TP;FP;424;426;850
154;daikon.inv.binary.twoString.StdString$SubString;TP;FP;459;439;898
155;daikon.inv.binary.twoString.StdString$SubString;TP;FP;411;432;843
156;daikon.inv.binary.twoString.StdString$SubString;TP;FP;458;481;939
157;daikon.inv.binary.twoString.StdString$SubString;TP;FP;463;431;894
158;daikon.inv.binary.twoString.StdString$SubString;TP;FP;397;492;889
159;daikon.inv.binary.twoString.StdString$SubString;TP;FP;420;493;913
160;daikon.inv.binary.twoString.StdString$SubString;TP;FP;437;449;886
161;daikon.inv.binary.twoString.StdString$SubString;TP;FP;477;430;907
162;daikon.inv.binary.twoString.StdString$SubString;TP;FP;478;511;989
163;daikon.inv.unary.scalar.OneOfScalar;FP;FP;495;324;819
164;daikon.inv.unary.stringsequence.EltOneOfString;FP;FP;699;294;993
165;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;FP;688;404;1092
166;daikon.inv.unary.string.OneOfString;FP;FP;525;374;899
167;daikon.inv.unary.scalar.OneOfScalar;FP;FP;677;453;1130
168;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;712;477;1189
169;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;595;536;1131
170;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;718;471;1189
171;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;699;522;1221
172;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;701;508;1209
173;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;528;543;1071
174;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;519;383;902
175;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;731;447;1178
176;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;621;488;1109
177;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;744;477;1221
178;daikon.inv.binary.sequenceString.MemberString;FP;FP;635;420;1055
179;daikon.inv.binary.sequenceString.MemberString;FP;FP;760;394;1154
180;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;489;455;944
181;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;655;482;1137
182;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;646;536;1182
183;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;657;575;1232
184;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;571;483;1054
185;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;564;505;1069
186;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;687;546;1233
187;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;716;633;1349
188;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;710;421;1131
189;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;716;485;1201
190;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;904;497;1401
191;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;906;525;1431
192;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;906;469;1375
193;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;867;481;1348
194;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;858;447;1305
195;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;746;386;1132
196;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;748;473;1221
197;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;871;400;1271
198;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;873;447;1320
199;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;867;484;1351
200;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;748;588;1336
201;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;750;512;1262
202;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;873;547;1420
203;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;723;435;1158
204;daikon.inv.unary.string.FixedLengthString;TP;FP;488;329;817
205;daikon.inv.binary.twoString.StdString$SubString;TP;FP;576;522;1098
206;daikon.inv.binary.twoString.StdString$SubString;TP;FP;556;460;1016
207;daikon.inv.binary.twoString.StringEqual;TP;FP;543;324;867
208;daikon.inv.binary.twoScalar.IntEqual;FP;FP;692;366;1058
209;daikon.inv.unary.scalar.LowerBound;TP;FP;458;314;772
210;daikon.inv.unary.scalar.LowerBound;TP;FP;433;322;755
211;daikon.inv.unary.string.OneOfString;FP;FP;516;324;840
212;daikon.inv.unary.string.OneOfString;FP;FP;498;360;858
213;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;578;431;1009
214;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;705;439;1144
215;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;586;455;1041
216;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;709;436;1145
217;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;692;546;1238
218;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;571;449;1020
219;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;696;463;1159
220;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;612;486;1098
221;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;737;437;1174
222;daikon.inv.binary.sequenceString.MemberString;FP;FP;613;383;996
223;daikon.inv.binary.sequenceString.MemberString;FP;FP;738;402;1140
224;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;685;481;1166
225;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;694;528;1222
226;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;696;481;1177
227;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;564;437;1001
228;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;696;441;1137
229;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;698;470;1168
230;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;701;524;1225
231;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;582;438;1020
232;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;707;447;1154
233;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;897;397;1294
234;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;787;449;1236
235;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;778;538;1316
236;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;912;430;1342
237;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;903;482;1385
238;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;912;444;1356
239;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;903;443;1346
240;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;737;316;1053
241;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;739;494;1233
242;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;864;475;1339
243;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;739;445;1184
244;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;741;373;1114
245;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;727;492;1219
246;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;718;503;1221
247;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;388;301;689
248;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;388;401;789
249;daikon.inv.unary.string.FixedLengthString;TP;FP;409;304;713
250;daikon.inv.unary.string.IsNumeric;TP;FP;459;325;784
251;daikon.inv.unary.string.FixedLengthString;TP;FP;472;324;796
252;daikon.inv.unary.string.OneOfString;FP;FP;461;358;819
253;daikon.inv.unary.stringsequence.EltOneOfString;FP;FP;705;379;1084
254;daikon.inv.unary.scalar.OneOfScalar;FP;FP;680;319;999
255;daikon.inv.binary.sequenceString.MemberString;FP;FP;588;406;994
256;daikon.inv.binary.sequenceString.MemberString;FP;FP;713;438;1151
257;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;606;425;1031
258;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;577;507;1084
259;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;570;467;1037
260;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;579;504;1083
261;daikon.inv.binary.twoScalar.NumericInt$Square;FP;FP;697;517;1214
262;daikon.inv.binary.twoScalar.NumericInt$Square;FP;FP;697;493;1190
263;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;704;550;1254
264;daikon.inv.unary.string.FixedLengthString;FP;FP;424;402;826
265;daikon.inv.unary.string.IsNumeric;TP;FP;418;292;710
266;daikon.inv.unary.string.OneOfString;FP;FP;478;358;836
267;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;711;442;1153
268;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;698;507;1205
269;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;610;527;1137
270;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;612;547;1159
271;daikon.inv.binary.sequenceString.MemberString;FP;FP;591;426;1017
272;daikon.inv.binary.sequenceString.MemberString;FP;FP;716;371;1087
273;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;714;464;1178
274;daikon.inv.unary.string.FixedLengthString;FP;FP;450;410;860
275;daikon.inv.unary.string.IsNumeric;TP;FP;444;334;778
