ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
278;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;608;430;1038
279;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;608;492;1100
280;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;595;544;1139
281;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;593;437;1030
282;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;604;477;1081
283;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;604;406;1010
284;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;595;568;1163
285;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;597;401;998
286;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;597;504;1101
287;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;590;439;1029
288;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;622;484;1106
289;daikon.inv.binary.twoScalar.IntNonEqual;TP;TP;449;515;964
290;daikon.inv.unary.string.IsUrl;TP;FP;509;391;900
291;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;557;529;1086
292;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;555;481;1036
293;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;567;427;994
294;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;558;525;1083
295;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;588;521;1109
296;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;563;510;1073
297;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;579;538;1117
298;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;554;459;1013
299;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;558;397;955
300;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;560;425;985
301;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;587;436;1023
302;daikon.inv.unary.string.OneOfString;TP;FP;524;289;813
303;daikon.inv.unary.string.OneOfString;TP;FP;511;350;861
304;daikon.inv.unary.scalar.OneOfScalar;FP;FP;528;348;876
305;daikon.inv.unary.scalar.LowerBound;TP;FP;510;345;855
306;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;566;513;1079
307;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;557;523;1080
308;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;540;275;815
309;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;575;528;1103
310;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;577;470;1047
311;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;531;387;918
312;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;568;573;1141
313;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;558;373;931
314;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;587;490;1077
315;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;587;473;1060
316;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;587;393;980
317;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;612;424;1036
318;daikon.inv.binary.twoScalar.IntNonEqual;TP;FP;457;411;868
