ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
56;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;839;536;1375;10000
57;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;870;478;1348;10000
58;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;866;501;1367;10000
59;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;863;490;1353;10000
60;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;870;412;1282;10000
61;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;864;536;1400;10000
62;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;1069;487;1556;10000
63;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;1090;490;1580;10000
64;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;1074;506;1580;10000
65;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;1059;406;1465;10000
66;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;1125;480;1605;10000
67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;974;472;1446;10000
68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;1073;426;1499;10000
69;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;871;497;1368;10000
70;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;877;504;1381;10000
71;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;868;513;1381;500
72;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1058;488;1546;100
73;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;1080;489;1569;10000
74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1075;465;1540;50
75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1076;464;1540;500
76;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;1126;535;1661;10000
77;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.7;1128;494;1622;10000
78;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;993;467;1460;10000
79;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;995;489;1484;10000
80;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1077;486;1563;100
81;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;928;496;1424;100
82;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;882;505;1387;1000
83;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;849;437;1286;50
84;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;857;491;1348;10000
85;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;849;489;1338;100
86;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;1057;430;1487;500
87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;1058;428;1486;100
88;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;1109;453;1562;500
89;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;1111;389;1500;500
90;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;947;434;1381;50
91;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;958;514;1472;1000
92;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;805;493;1298;50
93;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;1.0;873;426;1299;10000
94;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;880;470;1350;500
95;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1026;468;1494;100
96;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1085;402;1487;100
97;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1066;463;1529;1000
98;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1002;434;1436;100
99;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;876;486;1362;500
100;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.75;1021;447;1468;100
101;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;1081;466;1547;100
102;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1071;461;1532;1000
103;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1000;392;1392;100
104;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;1061;511;1572;10000
105;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1056;449;1505;1000
106;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;952;388;1340;10000
107;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1060;463;1523;500
108;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;1032;494;1526;50
109;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;1072;444;1516;10000
110;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;962;405;1367;500
111;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;973;491;1464;50
112;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.9;1087;422;1509;500
113;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;1025;480;1505;50
114;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.8;865;483;1348;50
115;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;0.7;1137;412;1549;500
116;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.8;972;457;1429;50
117;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;1074;494;1568;1000
118;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;1051;444;1495;50
119;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;0.7;830;500;1330;50
120;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;849;474;1323;100
121;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;851;505;1356;100
122;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;969;501;1470;100
123;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;875;539;1414;50
124;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;853;471;1324;100
125;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;850;419;1269;100
126;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.8;973;444;1417;100
127;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;848;414;1262;1000
128;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.85;878;529;1407;500
129;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;834;455;1289;50
130;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;831;493;1324;1000
131;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;825;486;1311;10000
132;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;824;482;1306;100
133;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.7;835;529;1364;1000
134;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;827;487;1314;10000
135;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;819;470;1289;50
136;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;835;472;1307;1000
137;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;829;466;1295;10000
138;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;831;459;1290;10000
139;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;832;469;1301;50
140;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.75;868;447;1315;50
141;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;833;428;1261;100
142;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;834;462;1296;100
143;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;836;464;1300;50
144;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;833;548;1381;10000
145;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;832;525;1357;100
146;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.7;831;557;1388;100
147;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;837;467;1304;10000
148;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;834;435;1269;100
149;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;827;445;1272;100
150;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;858;439;1297;1000
151;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;862;464;1326;10000
152;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;818;512;1330;100
153;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;847;494;1341;100
154;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.7;1214;440;1654;1000
155;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;819;543;1362;50
156;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;1208;455;1663;10000
157;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.75;1152;444;1596;1000
158;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.85;853;489;1342;500
159;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;1190;442;1632;10000
160;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;719;505;1224;10000
161;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;1187;440;1627;10000
162;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.9;1223;535;1758;10000
163;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;1221;481;1702;10000
164;daikon.inv.unary.scalar.OneOfScalar;TP;TP;0.95;704;455;1159;10000
165;daikon.inv.unary.string.OneOfString;TP;TP;0.9;704;435;1139;10000
166;daikon.inv.unary.string.OneOfString;TP;TP;0.95;718;435;1153;10000
167;daikon.inv.unary.string.OneOfString;TP;TP;0.95;756;428;1184;10000
168;daikon.inv.unary.string.OneOfString;TP;TP;0.95;785;400;1185;10000
169;daikon.inv.unary.scalar.NonZero;TP;TP;0.95;633;438;1071;10000
170;daikon.inv.unary.scalar.OneOfScalar;TP;FP;0.7;713;440;1153;10000
171;daikon.inv.unary.scalar.OneOfScalar;TP;TP;0.95;720;422;1142;10000
172;daikon.inv.unary.scalar.NonZero;TP;TP;0.95;1144;407;1551;10000
173;daikon.inv.unary.sequence.EltNonZero;TP;TP;0.95;1154;390;1544;10000
174;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;769;478;1247;100
175;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;784;517;1301;1000
176;daikon.inv.binary.twoScalar.IntGreaterThan;TP;TP;0.95;792;610;1402;10000
177;daikon.inv.binary.sequenceScalar.SeqIntEqual;TP;FP;0.8;1212;607;1819;10000
178;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;878;432;1310;10000
179;daikon.inv.unary.string.IsUrl;TP;TP;0.95;873;418;1291;10000
180;daikon.inv.unary.string.IsUrl;TP;TP;0.95;863;391;1254;10000
181;daikon.inv.unary.string.IsUrl;TP;TP;0.95;878;471;1349;10000
182;daikon.inv.unary.string.FixedLengthString;TP;FP;0.7;927;608;1535;10000
183;daikon.inv.unary.string.IsUrl;TP;TP;0.95;922;382;1304;10000
184;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;764;440;1204;10000
185;daikon.inv.unary.string.IsUrl;TP;TP;0.95;874;490;1364;10000
186;daikon.inv.unary.string.FixedLengthString;TP;FP;0.7;768;459;1227;10000
187;daikon.inv.unary.string.IsUrl;TP;TP;0.95;914;387;1301;10000
188;daikon.inv.unary.string.IsUrl;TP;TP;0.95;871;372;1243;10000
189;daikon.inv.unary.string.FixedLengthString;FP;FP;0.8;804;438;1242;100
190;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;782;357;1139;1000
191;daikon.inv.unary.string.FixedLengthString;TP;TP;0.85;806;431;1237;1000
192;daikon.inv.unary.string.IsUrl;TP;TP;0.95;822;407;1229;10000
193;daikon.inv.unary.string.IsUrl;TP;TP;0.95;839;416;1255;10000
194;daikon.inv.unary.string.IsUrl;TP;TP;0.95;904;408;1312;10000
195;daikon.inv.unary.string.FixedLengthString;TP;FP;0.7;751;424;1175;10000
196;daikon.inv.unary.string.IsUrl;TP;TP;0.95;864;426;1290;10000
197;daikon.inv.unary.string.IsUrl;TP;TP;0.95;852;462;1314;10000
198;daikon.inv.unary.string.IsUrl;TP;TP;0.95;859;412;1271;10000
199;daikon.inv.unary.string.IsUrl;TP;TP;0.95;848;389;1237;10000
200;daikon.inv.binary.twoString.StdString$SubString;FP;FP;0.9;888;477;1365;1000
201;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;994;388;1382;10000
202;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;983;403;1386;10000
203;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;989;441;1430;10000
204;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;978;467;1445;10000
205;daikon.inv.binary.twoSequence.SuperSet;FP;FP;0.7;869;486;1355;50
206;daikon.inv.binary.twoSequence.SuperSet;FP;FP;0.7;868;406;1274;50
207;daikon.inv.binary.twoSequence.SuperSet;FP;FP;0.6;870;529;1399;50
208;daikon.inv.unary.string.FixedLengthString;TP;TP;0.85;678;434;1112;10000
209;daikon.inv.unary.string.FixedLengthString;TP;TP;0.9;686;399;1085;10000
210;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;719;383;1102;10000
211;daikon.inv.unary.string.FixedLengthString;TP;TP;0.9;734;357;1091;10000
212;daikon.inv.unary.scalar.OneOfScalar;TP;TP;0.95;721;420;1141;10000
213;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;816;394;1210;10000
214;daikon.inv.binary.twoScalar.IntGreaterThan;TP;TP;0.95;793;493;1286;10000
215;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;755;465;1220;10000
216;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;803;398;1201;10000
217;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;1043;432;1475;10000
218;daikon.inv.unary.scalar.LowerBound;FP;TP;0.9;784;419;1203;10000
219;daikon.inv.unary.scalar.OneOfScalar;FP;FP;0.8;798;511;1309;1000
220;daikon.inv.unary.sequence.EltNonZero;TP;TP;0.95;755;489;1244;10000
221;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;860;513;1373;10000
222;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;1068;400;1468;10000
223;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;867;495;1362;10000
224;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;789;466;1255;100
225;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.8;775;421;1196;100
226;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;801;494;1295;100
227;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;792;505;1297;100
228;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;861;457;1318;10000
229;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;876;465;1341;1000
230;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.85;800;448;1248;100
231;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;872;439;1311;1000
232;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.8;1040;444;1484;10000
233;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1062;454;1516;1000
234;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;1006;440;1446;10000
235;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;800;450;1250;100
236;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;984;462;1446;1000
237;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;832;448;1280;1000
238;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;846;520;1366;100
239;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;858;464;1322;1000
240;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;821;499;1320;100
241;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;829;454;1283;100
242;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;841;442;1283;1000
243;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;827;500;1327;100
244;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;839;470;1309;1000
245;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;0.9;821;517;1338;100
246;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;823;487;1310;100
247;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;814;463;1277;100
248;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;844;481;1325;100
249;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;0.7;846;498;1344;100
250;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;828;511;1339;1000
251;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.85;829;445;1274;100
252;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;1102;434;1536;1000
253;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;828;426;1254;1000
254;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;856;441;1297;500
255;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;856;481;1337;1000
256;daikon.inv.unary.string.FixedLengthString;FP;TP;0.9;860;534;1394;500
257;daikon.inv.unary.string.IsUrl;TP;TP;0.95;856;418;1274;10000
258;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;792;444;1236;10000
259;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.95;1087;407;1494;10000
260;daikon.inv.unary.sequence.EltNonZero;TP;TP;0.95;765;442;1207;10000
261;daikon.inv.unary.scalar.LowerBound;FP;TP;0.8;788;344;1132;500
262;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;866;503;1369;10000
263;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;873;442;1315;10000
264;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;853;524;1377;10000
265;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1062;437;1499;500
266;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;910;536;1446;1000
267;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;1003;437;1440;10000
268;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;933;406;1339;1000
269;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;1.0;873;405;1278;10000
270;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;882;474;1356;1000
271;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;936;422;1358;1000
272;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.85;1069;469;1538;500
273;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1068;495;1563;10000
274;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;929;497;1426;1000
275;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.8;984;427;1411;500
276;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;852;507;1359;10000
277;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;854;487;1341;10000
278;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;856;495;1351;10000
279;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;1112;405;1517;10000
280;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;841;487;1328;1000
281;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;839;480;1319;1000
282;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.7;850;582;1432;10000
283;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;850;465;1315;10000
284;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;841;555;1396;1000
285;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;843;511;1354;1000
286;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.7;843;484;1327;1000
287;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;836;487;1323;1000
288;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;868;456;1324;1000
289;daikon.inv.binary.twoScalar.IntNonEqual;TP;TP;0.95;772;491;1263;10000
290;daikon.inv.unary.string.IsUrl;TP;TP;0.95;882;432;1314;10000
291;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;1066;546;1612;1000
292;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1018;492;1510;1000
293;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;1031;471;1502;10000
294;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;1027;433;1460;10000
295;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;1061;393;1454;10000
296;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;968;392;1360;10000
297;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;1076;471;1547;10000
298;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;992;438;1430;10000
299;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.8;1090;468;1558;10000
300;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.7;1140;428;1568;1000
301;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;833;481;1314;10000
302;daikon.inv.unary.string.OneOfString;TP;TP;0.95;797;386;1183;10000
303;daikon.inv.unary.string.OneOfString;TP;TP;0.9;784;431;1215;10000
304;daikon.inv.unary.scalar.OneOfScalar;FP;FP;0.8;809;436;1245;10000
305;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;1011;405;1416;10000
306;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;1029;441;1470;10000
307;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.85;1021;447;1468;10000
