ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.95;859;484;1343;10000
69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;758;517;1275;10000
70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;838;438;1276;10000
71;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.95;782;404;1186;10000
72;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.95;782;428;1210;10000
73;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;740;444;1184;500
74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.8;676;460;1136;100
75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;680;485;1165;100
76;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;699;444;1143;10000
77;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;684;488;1172;10000
78;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;781;380;1161;10000
79;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;734;381;1115;10000
80;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.95;754;407;1161;10000
81;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;758;475;1233;1000
82;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;778;418;1196;500
83;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;0.85;682;479;1161;10000
84;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;0.95;678;397;1075;10000
85;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;694;478;1172;10000
86;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;749;525;1274;1000
87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.7;743;441;1184;1000
88;daikon.inv.unary.scalar.LowerBoundFloat;TP;TP;0.95;682;436;1118;10000
