ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
29;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;482;226;708
30;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;503;132;635
31;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;599;190;789
32;daikon.inv.binary.twoScalar.IntEqual;TP;FP;443;217;660
33;daikon.inv.binary.twoScalar.IntEqual;TP;TP;430;172;602
34;daikon.inv.unary.scalar.NonZero;TP;TP;770;165;935
35;daikon.inv.unary.sequence.EltNonZero;TP;TP;780;220;1000
36;daikon.inv.unary.scalar.LowerBound;TP;TP;405;188;593
37;daikon.inv.unary.scalar.LowerBound;TP;TP;398;186;584
38;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;442;223;665
39;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;435;126;561
40;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;FP;805;218;1023
41;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;424;217;641
42;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;796;211;1007
43;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;798;196;994
44;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;426;194;620
45;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;789;243;1032
46;daikon.inv.unary.string.FixedLengthString;TP;FP;425;164;589
47;daikon.inv.unary.string.IsUrl;TP;FP;420;219;639
48;daikon.inv.unary.string.FixedLengthString;TP;FP;472;228;700
49;daikon.inv.unary.string.FixedLengthString;TP;FP;472;194;666
50;daikon.inv.unary.string.FixedLengthString;TP;FP;472;122;594
51;daikon.inv.binary.twoString.StdString$SubString;TP;FP;502;234;736
52;daikon.inv.binary.twoString.StdString$SubString;TP;FP;502;175;677
53;daikon.inv.binary.twoString.StdString$SubString;TP;FP;494;211;705
54;daikon.inv.binary.twoString.StdString$SubString;TP;FP;494;255;749
55;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;FP;478;251;729
56;daikon.inv.unary.string.FixedLengthString;TP;FP;423;184;607
57;daikon.inv.unary.string.IsUrl;TP;FP;418;200;618
58;daikon.inv.unary.string.FixedLengthString;TP;FP;433;201;634
59;daikon.inv.unary.string.FixedLengthString;TP;FP;426;194;620
60;daikon.inv.unary.string.IsUrl;TP;FP;421;173;594
61;daikon.inv.unary.string.FixedLengthString;TP;FP;488;234;722
62;daikon.inv.unary.string.FixedLengthString;TP;FP;489;190;679
63;daikon.inv.unary.string.FixedLengthString;TP;FP;488;261;749
64;daikon.inv.unary.string.FixedLengthString;TP;FP;445;187;632
65;daikon.inv.unary.string.IsUrl;TP;TP;440;205;645
66;daikon.inv.unary.string.FixedLengthString;FP;FP;437;263;700
67;daikon.inv.unary.string.FixedLengthString;TP;FP;434;188;622
68;daikon.inv.unary.string.FixedLengthString;TP;FP;433;207;640
69;daikon.inv.binary.twoString.StdString$SubString;TP;FP;463;251;714
70;daikon.inv.binary.twoString.StdString$SubString;TP;FP;519;264;783
71;daikon.inv.binary.twoString.StdString$SubString;TP;FP;464;251;715
72;daikon.inv.binary.twoString.StdString$SubString;TP;FP;455;216;671
73;daikon.inv.binary.twoString.StdString$SubString;TP;FP;521;232;753
74;daikon.inv.binary.twoString.StdString$SubString;TP;FP;522;276;798
75;daikon.inv.binary.twoString.StdString$SubString;TP;TP;467;214;681
76;daikon.inv.binary.twoString.StdString$SubString;TP;FP;513;231;744
77;daikon.inv.binary.twoString.StdString$SubString;TP;TP;513;175;688
78;daikon.inv.binary.twoString.StdString$SubString;TP;FP;510;198;708
79;daikon.inv.binary.twoString.StdString$SubString;TP;FP;511;154;665
80;daikon.inv.binary.twoString.StdString$SubString;TP;FP;455;248;703
81;daikon.inv.unary.string.IsUrl;TP;FP;403;246;649
82;daikon.inv.unary.string.IsUrl;TP;FP;401;191;592
83;daikon.inv.unary.string.IsUrl;TP;TP;401;137;538
84;daikon.inv.binary.twoString.StdString$SubString;TP;TP;440;230;670
85;daikon.inv.binary.twoString.StdString$SubString;TP;FP;438;233;671
86;daikon.inv.binary.twoString.StdString$SubString;TP;FP;438;188;626
87;daikon.inv.binary.twoString.StdString$SubString;TP;FP;444;244;688
88;daikon.inv.binary.twoString.StdString$SubString;TP;FP;442;237;679
89;daikon.inv.binary.twoString.StdString$SubString;TP;FP;442;227;669
90;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;581;134;715
91;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;583;196;779
92;daikon.inv.unary.string.OneOfString;FP;FP;469;239;708
93;daikon.inv.unary.scalar.NonZero;FP;FP;470;213;683
94;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;478;213;691
95;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;500;263;763
96;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;502;232;734
97;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;489;166;655
98;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;491;124;615
99;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;494;218;712
100;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;597;198;795
101;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;601;256;857
102;daikon.inv.unary.scalar.LowerBound;TP;TP;407;193;600
