ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
161;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;1002;511;1513;10000
162;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;924;471;1395;10000
163;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.85;1004;416;1420;10000
164;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;995;479;1474;10000
165;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.85;996;542;1538;50
166;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.85;1034;569;1603;10000
167;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.85;981;511;1492;10000
168;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;0.85;983;490;1473;10000
169;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;974;545;1519;10000
170;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.85;1018;549;1567;10000
171;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;1059;493;1552;10000
172;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;1011;511;1522;10000
173;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.85;999;510;1509;50
174;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.9;1020;459;1479;10000
175;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;1040;699;1739;10000
176;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.9;970;572;1542;10000
177;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;999;450;1449;10000
178;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.75;990;604;1594;10000
179;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.7;990;488;1478;10000
180;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;1018;531;1549;10000
181;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;984;451;1435;10000
182;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;984;558;1542;10000
183;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;998;528;1526;50
184;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.85;1007;617;1624;10000
185;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;1018;536;1554;10000
186;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;967;542;1509;10000
187;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.85;987;451;1438;10000
188;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;978;477;1455;10000
189;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.9;1018;557;1575;10000
190;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.9;1016;573;1589;10000
191;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;1018;603;1621;10000
192;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;982;552;1534;10000
193;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.85;1019;566;1585;100
194;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.9;1023;444;1467;50
195;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.9;1023;527;1550;100
196;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;0.85;926;470;1396;100
197;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.85;819;476;1295;50
198;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.85;821;420;1241;50
199;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.75;823;436;1259;50
200;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.9;906;391;1297;100
201;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;0.85;910;387;1297;100
202;daikon.inv.binary.twoScalar.IntEqual;TP;TP;0.9;836;397;1233;10000
203;daikon.inv.binary.twoScalar.IntEqual;FP;FP;0.7;869;520;1389;100
204;daikon.inv.binary.twoScalar.IntEqual;FP;FP;0.85;904;409;1313;100
205;daikon.inv.binary.twoScalar.IntEqual;FP;FP;0.85;798;481;1279;100
206;daikon.inv.unary.scalar.NonZero;TP;TP;0.95;752;328;1080;10000
207;daikon.inv.unary.sequence.EltNonZero;TP;TP;0.95;762;335;1097;10000
208;daikon.inv.unary.string.OneOfString;TP;TP;0.95;681;270;951;10000
209;daikon.inv.unary.scalar.NonZero;TP;TP;0.95;616;284;900;10000
210;daikon.inv.unary.scalar.LowerBound;FP;TP;0.95;714;353;1067;100
211;daikon.inv.unary.scalar.LowerBound;FP;FP;0.7;707;409;1116;100
212;daikon.inv.unary.scalar.OneOfScalar;TP;FP;0.85;625;385;1010;10000
213;daikon.inv.unary.scalar.LowerBound;FP;FP;0.85;819;468;1287;100
214;daikon.inv.binary.sequenceString.MemberString;FP;FP;0.9;662;462;1124;10000
215;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.85;787;427;1214;10000
216;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;776;479;1255;100
217;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.9;1153;446;1599;10000
218;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.95;829;449;1278;1000
219;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;1232;295;1527;10000
220;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.7;799;414;1213;10000
221;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.75;788;441;1229;100
222;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;0.85;1127;572;1699;10000
223;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;886;545;1431;50
224;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;1126;413;1539;10000
225;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.75;857;508;1365;50
226;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;1111;362;1473;10000
227;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.85;942;483;1425;50
228;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;717;244;961;10000
229;daikon.inv.unary.string.FixedLengthString;TP;FP;0.9;712;402;1114;10000
230;daikon.inv.unary.string.FixedLengthString;FP;FP;0.95;700;308;1008;100
231;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;0.95;857;406;1263;10000
232;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;0.95;901;381;1282;10000
233;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;768;502;1270;10000
234;daikon.inv.unary.string.FixedLengthString;TP;FP;0.95;723;447;1170;10000
235;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;665;331;996;10000
236;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;812;448;1260;10000
237;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;838;342;1180;10000
238;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;811;432;1243;10000
239;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;FP;0.95;837;388;1225;10000
240;daikon.inv.unary.string.FixedLengthString;TP;TP;0.85;808;438;1246;10000
241;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;834;398;1232;10000
242;daikon.inv.unary.string.IsNumeric;TP;FP;0.85;710;462;1172;10000
243;daikon.inv.unary.string.IsNumeric;TP;FP;0.95;717;359;1076;10000
244;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;799;369;1168;10000
245;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;825;373;1198;10000
246;daikon.inv.unary.string.IsNumeric;TP;FP;0.9;731;388;1119;10000
247;daikon.inv.unary.string.FixedLengthString;TP;FP;0.85;825;364;1189;10000
248;daikon.inv.unary.string.FixedLengthString;FP;FP;0.95;732;431;1163;50
249;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;804;431;1235;10000
250;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;830;442;1272;10000
251;daikon.inv.unary.string.IsUrl;TP;TP;0.95;876;442;1318;10000
252;daikon.inv.unary.string.IsUrl;TP;TP;0.95;884;361;1245;10000
253;daikon.inv.unary.string.IsUrl;TP;TP;0.95;890;403;1293;10000
254;daikon.inv.unary.string.IsUrl;TP;TP;0.95;883;370;1253;10000
255;daikon.inv.unary.string.IsUrl;TP;TP;0.95;885;388;1273;10000
256;daikon.inv.unary.string.IsNumeric;TP;FP;0.85;730;340;1070;10000
257;daikon.inv.unary.string.FixedLengthString;FP;FP;0.9;704;458;1162;10000
258;daikon.inv.unary.string.IsNumeric;TP;FP;0.7;698;444;1142;10000
259;daikon.inv.unary.string.IsNumeric;TP;TP;0.95;741;354;1095;10000
260;daikon.inv.unary.string.IsNumeric;TP;TP;0.95;734;397;1131;10000
261;daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;TP;TP;0.95;867;371;1238;10000
262;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;706;444;1150;10000
263;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;965;408;1373;10000
264;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;984;391;1375;10000
265;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;977;329;1306;10000
266;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;968;471;1439;10000
267;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;976;411;1387;10000
268;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;694;396;1090;10000
269;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.9;701;488;1189;10000
270;daikon.inv.binary.twoString.StdString$SubString;FP;FP;0.9;750;455;1205;100
271;daikon.inv.unary.string.FixedLengthString;TP;TP;0.85;745;410;1155;10000
272;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;651;274;925;10000
273;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;698;333;1031;10000
274;daikon.inv.unary.string.OneOfString;FP;FP;0.9;895;486;1381;100
275;daikon.inv.unary.string.OneOfString;FP;FP;0.7;760;385;1145;100
276;daikon.inv.unary.string.OneOfString;TP;FP;0.95;793;305;1098;10000
277;daikon.inv.unary.scalar.OneOfScalar;FP;FP;0.8;825;434;1259;100
278;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.85;955;456;1411;1000
279;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;957;434;1391;1000
280;daikon.inv.binary.sequenceString.MemberString;FP;FP;0.9;872;445;1317;10000
281;daikon.inv.binary.sequenceString.MemberString;FP;FP;0.95;872;448;1320;1000
282;daikon.inv.binary.sequenceString.MemberString;FP;FP;0.85;808;483;1291;1000
283;daikon.inv.binary.sequenceString.MemberString;FP;FP;0.95;803;448;1251;500
284;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;909;565;1474;10000
285;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.7;980;508;1488;100
286;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;1004;488;1492;10000
287;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;980;444;1424;100
288;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;927;505;1432;10000
289;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;980;502;1482;100
290;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.7;966;535;1501;10000
291;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;980;536;1516;100
292;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.8;979;512;1491;10000
293;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.85;963;580;1543;100
294;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;972;508;1480;10000
295;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.95;948;490;1438;10000
296;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;980;446;1426;100
297;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.95;963;494;1457;10000
298;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.85;907;515;1422;10000
299;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;0.9;980;552;1532;100
300;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;890;516;1406;10000
301;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;0.85;722;664;1386;100
302;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.75;1000;483;1483;100
303;daikon.inv.binary.twoScalar.IntEqual;FP;FP;0.7;745;393;1138;10000
304;daikon.inv.binary.twoString.StringEqual;FP;FP;0.85;735;411;1146;10000
305;daikon.inv.binary.twoString.StringEqual;FP;FP;0.9;742;386;1128;10000
306;daikon.inv.binary.twoString.StringEqual;FP;FP;0.85;746;436;1182;10000
307;daikon.inv.unary.scalar.OneOfScalar;FP;FP;0.9;734;400;1134;10000
308;daikon.inv.unary.string.OneOfString;TP;TP;0.95;746;268;1014;10000
309;daikon.inv.unary.string.OneOfString;FP;FP;0.9;771;411;1182;1000
310;daikon.inv.unary.string.OneOfString;FP;FP;0.85;735;530;1265;10000
311;daikon.inv.unary.scalar.LowerBound;TP;FP;0.95;842;433;1275;10000
