ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
44;daikon.inv.unary.scalar.NonZero;TP;FP;358;154;512
45;daikon.inv.unary.scalar.NonZero;TP;FP;370;204;574
46;daikon.inv.unary.scalar.NonZero;TP;TP;422;209;631
47;daikon.inv.unary.sequence.EltNonZero;TP;FP;432;212;644
48;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;379;189;568
49;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;445;226;671
50;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;FP;445;228;673
51;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;373;206;579
52;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;375;199;574
53;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;377;273;650
54;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;375;269;644
55;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;377;253;630
56;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;429;230;659
57;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;389;156;545
58;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;443;253;696
59;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;443;244;687
60;daikon.inv.unary.string.FixedLengthString;TP;FP;385;216;601
61;daikon.inv.unary.string.FixedLengthString;TP;FP;387;211;598
62;daikon.inv.unary.string.IsUrl;TP;FP;382;235;617
63;daikon.inv.unary.string.IsNumeric;FP;FP;379;210;589
64;daikon.inv.unary.string.IsUrl;TP;FP;380;213;593
65;daikon.inv.unary.string.FixedLengthString;TP;FP;397;197;594
66;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;427;246;673
67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;403;237;640
68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;420;203;623
69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;411;246;657
70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;425;221;646
71;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;402;238;640
72;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;402;213;615
73;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;402;254;656
74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;412;249;661
75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;416;283;699
76;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;374;230;604
77;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;440;242;682
78;daikon.inv.unary.scalar.LowerBound;TP;TP;405;228;633
79;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;409;187;596
80;daikon.inv.binary.twoScalar.FloatNonEqual;FP;FP;390;201;591
81;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;406;236;642
82;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;414;124;538
83;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;375;215;590
84;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;375;217;592
85;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;380;257;637
86;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;418;204;622
87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;404;229;633
88;daikon.inv.unary.scalar.LowerBoundFloat;TP;FP;384;241;625
