ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
143;daikon.inv.unary.string.FixedLengthString;TP;FP;389;91;480
144;daikon.inv.unary.string.IsUrl;TP;FP;371;196;567
145;daikon.inv.unary.string.FixedLengthString;TP;TP;431;228;659
146;daikon.inv.unary.string.FixedLengthString;TP;TP;434;222;656
147;daikon.inv.unary.string.FixedLengthString;TP;FP;455;260;715
148;daikon.inv.unary.string.IsNumeric;TP;FP;449;188;637
149;daikon.inv.unary.string.FixedLengthString;TP;FP;435;227;662
150;daikon.inv.unary.string.FixedLengthString;TP;FP;400;212;612
151;daikon.inv.binary.twoString.StdString$SubString;TP;FP;465;202;667
152;daikon.inv.binary.twoString.StdString$SubString;TP;FP;446;107;553
153;daikon.inv.binary.twoString.StdString$SubString;TP;FP;430;191;621
154;daikon.inv.binary.twoString.StdString$SubString;TP;FP;463;102;565
155;daikon.inv.binary.twoString.StdString$SubString;TP;TP;415;195;610
156;daikon.inv.binary.twoString.StdString$SubString;TP;FP;466;234;700
157;daikon.inv.binary.twoString.StdString$SubString;TP;FP;467;248;715
158;daikon.inv.binary.twoString.StdString$SubString;TP;FP;401;285;686
159;daikon.inv.binary.twoString.StdString$SubString;TP;FP;425;260;685
160;daikon.inv.binary.twoString.StdString$SubString;TP;FP;443;221;664
161;daikon.inv.binary.twoString.StdString$SubString;TP;FP;484;188;672
162;daikon.inv.binary.twoString.StdString$SubString;TP;FP;485;252;737
163;daikon.inv.unary.scalar.OneOfScalar;FP;FP;499;236;735
164;daikon.inv.unary.stringsequence.EltOneOfString;FP;TP;705;196;901
165;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;TP;695;229;924
166;daikon.inv.unary.string.OneOfString;FP;FP;528;137;665
167;daikon.inv.unary.scalar.OneOfScalar;FP;TP;683;231;914
168;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;719;106;825
169;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;600;161;761
170;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;726;207;933
171;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;705;148;853
172;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;707;150;857
173;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;531;165;696
174;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;521;110;631
175;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;737;103;840
176;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;626;128;754
177;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;752;274;1026
178;daikon.inv.binary.sequenceString.MemberString;FP;FP;640;207;847
179;daikon.inv.binary.sequenceString.MemberString;FP;FP;768;262;1030
180;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;492;230;722
181;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;657;115;772
182;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;647;292;939
183;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;659;101;760
184;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;573;155;728
185;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;565;129;694
186;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;691;235;926
187;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;725;266;991
188;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;718;136;854
189;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;725;239;964
190;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;913;255;1168
191;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;915;26;941
192;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;915;290;1205
193;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;873;99;972
194;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;863;146;1009
195;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;750;270;1020
196;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;752;117;869
197;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;878;269;1147
198;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;880;139;1019
199;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;873;277;1150
200;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;752;130;882
201;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;754;132;886
202;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;880;93;973
203;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;729;103;832
204;daikon.inv.unary.string.FixedLengthString;TP;FP;492;236;728
205;daikon.inv.binary.twoString.StdString$SubString;TP;FP;581;206;787
206;daikon.inv.binary.twoString.StdString$SubString;TP;FP;560;249;809
207;daikon.inv.binary.twoString.StringEqual;TP;FP;547;252;799
208;daikon.inv.binary.twoScalar.IntEqual;FP;FP;697;95;792
209;daikon.inv.unary.scalar.LowerBound;TP;FP;462;279;741
210;daikon.inv.unary.scalar.LowerBound;TP;TP;435;148;583
211;daikon.inv.unary.string.OneOfString;FP;TP;520;239;759
212;daikon.inv.unary.string.OneOfString;FP;FP;501;232;733
213;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;581;220;801
214;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;711;243;954
215;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;590;115;705
216;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;716;138;854
217;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;697;170;867
218;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;574;141;715
219;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;702;244;946
220;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;616;254;870
221;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;744;121;865
222;daikon.inv.binary.sequenceString.MemberString;FP;TP;617;280;897
223;daikon.inv.binary.sequenceString.MemberString;FP;FP;745;265;1010
224;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;689;296;985
225;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;699;130;829
226;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;701;146;847
227;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;565;217;782
228;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;701;225;926
229;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;703;151;854
230;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;708;199;907
231;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;587;284;871
232;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;715;204;919
233;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;905;115;1020
234;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;794;100;894
235;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;784;290;1074
236;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;922;129;1051
237;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;912;46;958
238;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;922;237;1159
239;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;912;118;1030
240;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;740;147;887
241;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;742;287;1029
242;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;870;139;1009
243;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;742;286;1028
244;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;744;250;994
245;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;735;108;843
246;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;724;120;844
247;daikon.inv.unary.scalar.NonZeroFloat;FP;FP;393;238;631
248;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;393;181;574
249;daikon.inv.unary.string.FixedLengthString;TP;FP;414;197;611
250;daikon.inv.unary.string.IsNumeric;TP;FP;463;172;635
251;daikon.inv.unary.string.FixedLengthString;TP;FP;476;260;736
252;daikon.inv.unary.string.OneOfString;FP;FP;464;268;732
253;daikon.inv.unary.stringsequence.EltOneOfString;FP;FP;711;272;983
254;daikon.inv.unary.scalar.OneOfScalar;FP;FP;686;269;955
255;daikon.inv.binary.sequenceString.MemberString;FP;FP;593;229;822
256;daikon.inv.binary.sequenceString.MemberString;FP;TP;721;226;947
257;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;609;254;863
258;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;580;242;822
259;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;572;288;860
260;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;582;118;700
261;daikon.inv.binary.twoScalar.NumericInt$Square;FP;FP;703;115;818
262;daikon.inv.binary.twoScalar.NumericInt$Square;FP;FP;703;115;818
263;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;710;118;828
264;daikon.inv.unary.string.FixedLengthString;FP;FP;428;233;661
265;daikon.inv.unary.string.IsNumeric;TP;FP;422;285;707
266;daikon.inv.unary.string.OneOfString;FP;FP;482;241;723
267;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;718;238;956
268;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;704;149;853
269;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;614;295;909
270;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;616;121;737
271;daikon.inv.binary.sequenceString.MemberString;FP;FP;596;267;863
272;daikon.inv.binary.sequenceString.MemberString;FP;FP;724;209;933
273;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;719;251;970
274;daikon.inv.unary.string.FixedLengthString;FP;FP;455;227;682
275;daikon.inv.unary.string.IsNumeric;TP;FP;449;229;678
