ID;pptname;invariant;invariantType;variables;tp;fp;enter;bug
22;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.variants != null;daikon.inv.unary.scalar.NonZero;(return.variants);1.0;0.0;0.0;0.0
23;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.variants[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.variants[..]);1.0;0.0;0.0;0.0
24;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.collections != null;daikon.inv.unary.scalar.NonZero;(return.collections);1.0;0.0;0.0;0.0
25;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.collections[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.collections[..]);1.0;0.0;0.0;0.0
26;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.collectedIssues != null;daikon.inv.unary.scalar.NonZero;(return.collectedIssues);1.0;0.0;0.0;0.0
27;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.collectedIssues[] == [];daikon.inv.unary.sequence.OneOfSequence;(return.collectedIssues[..]);0.0;1.0;0.0;0.0
28;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.dates != null;daikon.inv.unary.scalar.NonZero;(return.dates);1.0;0.0;0.0;0.0
29;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.dates[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.dates[..]);1.0;0.0;0.0;0.0
30;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.prices != null;daikon.inv.unary.scalar.NonZero;(return.prices);1.0;0.0;0.0;0.0
31;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.prices[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.prices[..]);1.0;0.0;0.0;0.0
32;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.thumbnail != null;daikon.inv.unary.scalar.NonZero;(return.thumbnail);1.0;0.0;0.0;0.0
33;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;"return.thumbnail.extension == ""jpg""";daikon.inv.unary.string.OneOfString;(return.thumbnail.extension);0.0;1.0;0.0;0.0
34;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.images != null;daikon.inv.unary.scalar.NonZero;(return.images);1.0;0.0;0.0;0.0
35;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.images[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.images[..]);1.0;0.0;0.0;0.0
36;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators != null;daikon.inv.unary.scalar.NonZero;(return.creators);1.0;0.0;0.0;0.0
37;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= 0;daikon.inv.unary.scalar.LowerBound;(return.creators.available);1.0;0.0;0.0;0.0
38;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.items != null;daikon.inv.unary.scalar.NonZero;(return.creators.items);1.0;0.0;0.0;0.0
39;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.items[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.creators.items[..]);1.0;0.0;0.0;0.0
40;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters != null;daikon.inv.unary.scalar.NonZero;(return.characters);1.0;0.0;0.0;0.0
41;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.available >= 1;daikon.inv.unary.scalar.LowerBound;(return.characters.available);0.0;1.0;0.0;0.0
42;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.items != null;daikon.inv.unary.scalar.NonZero;(return.characters.items);1.0;0.0;0.0;0.0
43;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.items[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.characters.items[..]);1.0;0.0;0.0;0.0
44;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories != null;daikon.inv.unary.scalar.NonZero;(return.stories);1.0;0.0;0.0;0.0
45;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.available >= 2;daikon.inv.unary.scalar.LowerBound;(return.stories.available);0.0;1.0;0.0;0.0
46;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.items != null;daikon.inv.unary.scalar.NonZero;(return.stories.items);1.0;0.0;0.0;0.0
47;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.items[] elements != null;daikon.inv.unary.sequence.EltNonZero;(return.stories.items[..]);1.0;0.0;0.0;0.0
48;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events != null;daikon.inv.unary.scalar.NonZero;(return.events);1.0;0.0;0.0;0.0
49;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.items != null;daikon.inv.unary.scalar.NonZero;(return.events.items);1.0;0.0;0.0;0.0
50;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.items[] == [];daikon.inv.unary.sequence.OneOfSequence;(return.events.items[..]);0.0;1.0;0.0;0.0
51;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;size(return.textObjects[]) one of { 0, 1, 2 };daikon.inv.unary.scalar.OneOfScalar;(size(return.textObjects[..]));0.0;1.0;0.0;0.0
52;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;size(return.collections[]) one of { 0, 1, 4 };daikon.inv.unary.scalar.OneOfScalar;(size(return.collections[..]));0.0;1.0;0.0;0.0
53;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;size(return.dates[]) one of { 2, 3, 4 };daikon.inv.unary.scalar.OneOfScalar;(size(return.dates[..]));0.0;1.0;0.0;0.0
54;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;size(return.prices[]) one of { 1, 2 };daikon.inv.unary.scalar.OneOfScalar;(size(return.prices[..]));1.0;0.0;0.0;0.0
55;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId != return.digitalId;daikon.inv.binary.twoScalar.IntNonEqual;(input.comicId, return.digitalId);0.0;1.0;0.0;0.0
56;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.pageCount;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.pageCount);0.0;1.0;0.0;0.0
57;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.creators.available;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.creators.available);0.0;1.0;0.0;0.0
58;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.creators.returned;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.creators.returned);0.0;1.0;0.0;0.0
59;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.characters.available;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.characters.available);0.0;1.0;0.0;0.0
60;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.stories.available;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.stories.available);0.0;1.0;0.0;0.0
61;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > return.events.available;daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, return.events.available);0.0;1.0;0.0;0.0
62;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.textObjects[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.textObjects[..]));0.0;1.0;0.0;0.0
63;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.urls[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.urls[..]));0.0;1.0;0.0;0.0
64;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.variants[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.variants[..]));0.0;1.0;0.0;0.0
65;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.collections[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.collections[..]));0.0;1.0;0.0;0.0
66;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.dates[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.dates[..]));0.0;1.0;0.0;0.0
67;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.prices[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.prices[..]));0.0;1.0;0.0;0.0
68;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;input.comicId > size(return.images[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.comicId, size(return.images[..]));0.0;1.0;0.0;0.0
69;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != return.characters.available;daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, return.characters.available);0.0;1.0;0.0;0.0
70;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != return.stories.available;daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, return.stories.available);0.0;1.0;0.0;0.0
71;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= return.events.available;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, return.events.available);0.0;1.0;0.0;0.0
72;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= size(return.textObjects[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, size(return.textObjects[..])-1);0.0;1.0;0.0;0.0
73;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.urls[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.urls[..]));0.0;1.0;0.0;0.0
74;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= size(return.variants[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, size(return.variants[..])-1);0.0;1.0;0.0;0.0
75;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= size(return.collections[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, size(return.collections[..]));0.0;1.0;0.0;0.0
76;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.dates[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.dates[..]));0.0;1.0;0.0;0.0
77;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.dates[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.dates[..])-1);0.0;1.0;0.0;0.0
78;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.prices[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.prices[..]));0.0;1.0;0.0;0.0
79;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= size(return.prices[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, size(return.prices[..])-1);0.0;1.0;0.0;0.0
80;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId >= size(return.images[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.digitalId, size(return.images[..])-1);0.0;1.0;0.0;0.0
81;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.creators.items[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.creators.items[..])-1);0.0;1.0;0.0;0.0
82;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.digitalId != size(return.stories.items[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.digitalId, size(return.stories.items[..])-1);0.0;1.0;0.0;0.0
83;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != return.characters.available;daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, return.characters.available);0.0;1.0;0.0;0.0
84;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != return.stories.available;daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, return.stories.available);0.0;1.0;0.0;0.0
85;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount >= return.events.available;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.pageCount, return.events.available);0.0;1.0;0.0;0.0
86;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != size(return.urls[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, size(return.urls[..]));0.0;1.0;0.0;0.0
87;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount >= size(return.variants[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.pageCount, size(return.variants[..]));0.0;1.0;0.0;0.0
88;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != size(return.dates[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, size(return.dates[..]));0.0;1.0;0.0;0.0
89;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != size(return.dates[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, size(return.dates[..])-1);0.0;1.0;0.0;0.0
90;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != size(return.prices[]);daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, size(return.prices[..]));0.0;1.0;0.0;0.0
91;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount % size(return.prices[]) == 0;daikon.inv.binary.twoScalar.NumericInt$Divides;(return.pageCount, size(return.prices[..]));0.0;1.0;0.0;0.0
92;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.pageCount != size(return.stories.items[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.pageCount, size(return.stories.items[..])-1);0.0;1.0;0.0;0.0
93;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= return.creators.returned;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, return.creators.returned);1.0;0.0;0.0;0.0
94;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= return.events.available;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, return.events.available);0.0;1.0;0.0;0.0
95;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= size(return.textObjects[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, size(return.textObjects[..])-1);0.0;1.0;0.0;0.0
96;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= size(return.variants[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, size(return.variants[..])-1);0.0;1.0;0.0;0.0
97;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= size(return.collections[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, size(return.collections[..])-1);0.0;1.0;0.0;0.0
98;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.available >= size(return.prices[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.available, size(return.prices[..])-1);0.0;1.0;0.0;0.0
99;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.returned >= return.events.available;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.returned, return.events.available);0.0;1.0;0.0;0.0
100;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.returned >= size(return.textObjects[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.returned, size(return.textObjects[..])-1);0.0;1.0;0.0;0.0
101;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.returned >= size(return.variants[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.returned, size(return.variants[..])-1);0.0;1.0;0.0;0.0
102;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.returned >= size(return.collections[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.returned, size(return.collections[..])-1);0.0;1.0;0.0;0.0
103;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.creators.returned >= size(return.prices[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.creators.returned, size(return.prices[..])-1);0.0;1.0;0.0;0.0
104;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.available >= size(return.textObjects[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.characters.available, size(return.textObjects[..])-1);0.0;1.0;0.0;0.0
105;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.available >= size(return.collections[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.characters.available, size(return.collections[..]));0.0;1.0;0.0;0.0
106;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.characters.available >= size(return.prices[])-1;daikon.inv.binary.twoScalar.IntGreaterEqual;(return.characters.available, size(return.prices[..])-1);0.0;1.0;0.0;0.0
107;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.available >= size(return.textObjects[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.stories.available, size(return.textObjects[..]));0.0;1.0;0.0;0.0
108;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.available != size(return.variants[])-1;daikon.inv.binary.twoScalar.IntNonEqual;(return.stories.available, size(return.variants[..])-1);0.0;1.0;0.0;0.0
109;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.available >= size(return.collections[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.stories.available, size(return.collections[..]));0.0;1.0;0.0;0.0
110;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.stories.available >= size(return.prices[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.stories.available, size(return.prices[..]));0.0;1.0;0.0;0.0
111;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available <= size(return.textObjects[]);daikon.inv.binary.twoScalar.IntLessEqual;(return.events.available, size(return.textObjects[..]));0.0;1.0;0.0;0.0
112;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available <= size(return.urls[])-1;daikon.inv.binary.twoScalar.IntLessEqual;(return.events.available, size(return.urls[..])-1);0.0;1.0;0.0;0.0
113;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available <= size(return.variants[]);daikon.inv.binary.twoScalar.IntLessEqual;(return.events.available, size(return.variants[..]));0.0;1.0;0.0;0.0
114;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available <= size(return.collections[]);daikon.inv.binary.twoScalar.IntLessEqual;(return.events.available, size(return.collections[..]));0.0;1.0;0.0;0.0
115;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available < size(return.dates[])-1;daikon.inv.binary.twoScalar.IntLessThan;(return.events.available, size(return.dates[..])-1);0.0;1.0;0.0;0.0
116;main.v1publiccomics{comicId}.getComicIndividual&200&data&results(main.getComicIndividual&Input):::EXIT;return.events.available <= size(return.prices[])-1;daikon.inv.binary.twoScalar.IntLessEqual;(return.events.available, size(return.prices[..])-1);0.0;1.0;0.0;0.0
