invariantType;GPT_Model;TP;TN;FP;FN;count;accuracy;precision;recall;f1score
daikon.inv.unary.sequence.EltNonZero;GPT-4o-mini;21;0;1;6;28;0.75;0.9545454545454546;0.7777777777777778;0.8571428571428571
daikon.inv.binary.twoScalar.FloatLessThan;GPT-4o-mini;0;1;1;0;2;0.5;0.0;NaN;0.0
daikon.inv.unary.scalar.OneOfFloat;GPT-4o-mini;0;2;0;1;3;0.6666666666666666;NaN;0.0;0.0
daikon.inv.binary.twoSequence.SuperSet;GPT-4o-mini;0;3;0;0;3;1.0;NaN;NaN;NaN
daikon.inv.binary.twoScalar.IntGreaterThan;GPT-4o-mini;1;107;26;17;151;0.7152317880794702;0.037037037037037035;0.05555555555555555;0.044444444444444446
daikon.inv.unary.scalar.OneOfScalar;GPT-4o-mini;9;32;4;31;76;0.5394736842105263;0.6923076923076923;0.225;0.33962264150943394
daikon.inv.binary.twoScalar.NumericInt$Square;GPT-4o-mini;0;2;0;0;2;1.0;NaN;NaN;NaN
daikon.inv.unary.string.OneOfString;GPT-4o-mini;26;31;2;19;78;0.7307692307692307;0.9285714285714286;0.5777777777777777;0.7123287671232876
daikon.inv.unary.sequence.OneOfSequence;GPT-4o-mini;0;2;0;2;4;0.5;NaN;0.0;0.0
daikon.inv.unary.stringsequence.OneOfStringSequence;GPT-4o-mini;0;5;0;1;6;0.8333333333333334;NaN;0.0;0.0
daikon.inv.unary.string.IsNumeric;GPT-4o-mini;4;1;0;26;31;0.16129032258064516;1.0;0.13333333333333333;0.23529411764705882
daikon.inv.unary.stringsequence.EltOneOfString;GPT-4o-mini;1;4;0;0;5;1.0;1.0;1.0;1.0
daikon.inv.binary.twoScalar.IntLessThan;GPT-4o-mini;5;26;1;6;38;0.8157894736842105;0.8333333333333334;0.45454545454545453;0.5882352941176471
daikon.inv.binary.twoScalar.FloatGreaterThan;GPT-4o-mini;0;1;0;0;1;1.0;NaN;NaN;NaN
daikon.inv.unary.scalar.LowerBoundFloat;GPT-4o-mini;1;0;1;1;3;0.3333333333333333;0.5;0.5;0.5
daikon.inv.binary.twoScalar.NumericInt$Divides;GPT-4o-mini;0;66;2;0;68;0.9705882352941176;0.0;NaN;0.0
daikon.inv.binary.twoScalar.IntGreaterEqual;GPT-4o-mini;14;105;37;4;160;0.74375;0.27450980392156865;0.7777777777777778;0.4057971014492754
daikon.inv.unary.stringsequence.SequenceFixedLengthString;GPT-4o-mini;6;1;0;0;7;1.0;1.0;1.0;1.0
daikon.inv.binary.twoScalar.IntLessEqual;GPT-4o-mini;2;51;12;0;65;0.8153846153846154;0.14285714285714285;1.0;0.25
daikon.inv.unary.string.dates.IsDateYYYYMMDD;GPT-4o-mini;0;0;0;4;4;0.0;NaN;0.0;0.0
daikon.inv.unary.string.IsUrl;GPT-4o-mini;147;0;0;3;150;0.98;1.0;0.98;0.98989898989899
daikon.inv.binary.sequenceString.MemberString;GPT-4o-mini;3;94;0;4;101;0.9603960396039604;1.0;0.42857142857142855;0.6
daikon.inv.binary.twoString.StdString$SubString;GPT-4o-mini;170;6;3;23;202;0.8712871287128713;0.9826589595375722;0.8808290155440415;0.9289617486338798
daikon.inv.unary.string.FixedLengthString;GPT-4o-mini;46;11;1;57;115;0.4956521739130435;0.9787234042553191;0.44660194174757284;0.6133333333333333
daikon.inv.binary.twoScalar.IntEqual;GPT-4o-mini;25;30;2;39;96;0.5729166666666666;0.9259259259259259;0.390625;0.5494505494505495
daikon.inv.binary.sequenceScalar.SeqIntEqual;GPT-4o-mini;0;0;0;1;1;0.0;NaN;0.0;0.0
daikon.inv.unary.scalar.NonZero;GPT-4o-mini;46;2;2;15;65;0.7384615384615385;0.9583333333333334;0.7540983606557377;0.8440366972477065
daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;GPT-4o-mini;1;0;0;0;1;1.0;1.0;1.0;1.0
daikon.inv.unary.scalar.NonZeroFloat;GPT-4o;0;0;6;0;6;0.0;0.0;NaN;0.0
daikon.inv.binary.twoScalar.FloatNonEqual;GPT-4o;0;0;8;0;8;0.0;0.0;NaN;0.0
daikon.inv.unary.scalar.LowerBound;GPT-4o;30;3;7;2;42;0.7857142857142857;0.8108108108108109;0.9375;0.8695652173913043
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;GPT-4o;12;0;0;0;12;1.0;1.0;1.0;1.0
daikon.inv.binary.twoString.StringEqual;GPT-4o;31;9;3;4;47;0.851063829787234;0.9117647058823529;0.8857142857142857;0.8985507246376812
daikon.inv.binary.twoScalar.IntNonEqual;GPT-4o;2;86;62;0;150;0.5866666666666667;0.03125;1.0;0.06060606060606061
daikon.inv.unary.sequence.EltNonZero;GPT-4o;27;0;1;0;28;0.9642857142857143;0.9642857142857143;1.0;0.9818181818181818
daikon.inv.binary.twoScalar.FloatLessThan;GPT-4o;0;1;1;0;2;0.5;0.0;NaN;0.0
daikon.inv.unary.scalar.OneOfFloat;GPT-4o;0;2;0;1;3;0.6666666666666666;NaN;0.0;0.0
daikon.inv.binary.twoSequence.SuperSet;GPT-4o;0;3;0;0;3;1.0;NaN;NaN;NaN
daikon.inv.binary.twoScalar.IntGreaterThan;GPT-4o;4;102;31;14;151;0.7019867549668874;0.11428571428571428;0.2222222222222222;0.1509433962264151
daikon.inv.unary.scalar.OneOfScalar;GPT-4o;26;23;13;14;76;0.6447368421052632;0.6666666666666666;0.65;0.6582278481012658
daikon.inv.binary.twoScalar.NumericInt$Square;GPT-4o;0;2;0;0;2;1.0;NaN;NaN;NaN
daikon.inv.unary.string.OneOfString;GPT-4o;36;26;7;9;78;0.7948717948717948;0.8372093023255814;0.8;0.8181818181818182
daikon.inv.unary.sequence.OneOfSequence;GPT-4o;2;2;0;0;4;1.0;1.0;1.0;1.0
daikon.inv.unary.stringsequence.OneOfStringSequence;GPT-4o;0;5;0;1;6;0.8333333333333334;NaN;0.0;0.0
daikon.inv.unary.string.IsNumeric;GPT-4o;29;1;0;1;31;0.967741935483871;1.0;0.9666666666666667;0.9830508474576272
daikon.inv.unary.stringsequence.EltOneOfString;GPT-4o;1;4;0;0;5;1.0;1.0;1.0;1.0
daikon.inv.binary.twoScalar.IntLessThan;GPT-4o;2;19;8;9;38;0.5526315789473685;0.2;0.18181818181818182;0.19047619047619047
daikon.inv.binary.twoScalar.FloatGreaterThan;GPT-4o;0;0;1;0;1;0.0;0.0;NaN;0.0
daikon.inv.unary.scalar.LowerBoundFloat;GPT-4o;2;0;1;0;3;0.6666666666666666;0.6666666666666666;1.0;0.8
daikon.inv.binary.twoScalar.NumericInt$Divides;GPT-4o;0;67;1;0;68;0.9852941176470589;0.0;NaN;0.0
daikon.inv.binary.twoScalar.IntGreaterEqual;GPT-4o;18;103;39;0;160;0.75625;0.3157894736842105;1.0;0.48
daikon.inv.unary.stringsequence.SequenceFixedLengthString;GPT-4o;6;1;0;0;7;1.0;1.0;1.0;1.0
daikon.inv.binary.twoScalar.IntLessEqual;GPT-4o;2;42;21;0;65;0.676923076923077;0.08695652173913043;1.0;0.16
daikon.inv.unary.string.dates.IsDateYYYYMMDD;GPT-4o;4;0;0;0;4;1.0;1.0;1.0;1.0
daikon.inv.unary.string.IsUrl;GPT-4o;148;0;0;2;150;0.9866666666666667;1.0;0.9866666666666667;0.9932885906040269
daikon.inv.binary.sequenceString.MemberString;GPT-4o;6;92;2;1;101;0.9702970297029703;0.75;0.8571428571428571;0.8
daikon.inv.binary.twoString.StdString$SubString;GPT-4o;192;5;4;1;202;0.9752475247524752;0.9795918367346939;0.9948186528497409;0.987146529562982
daikon.inv.unary.string.FixedLengthString;GPT-4o;87;8;4;16;115;0.8260869565217391;0.9560439560439561;0.8446601941747572;0.8969072164948454
daikon.inv.binary.twoScalar.IntEqual;GPT-4o;36;27;5;28;96;0.65625;0.8780487804878049;0.5625;0.6857142857142857
daikon.inv.binary.sequenceScalar.SeqIntEqual;GPT-4o;0;0;0;1;1;0.0;NaN;0.0;0.0
daikon.inv.unary.scalar.NonZero;GPT-4o;60;0;4;1;65;0.9230769230769231;0.9375;0.9836065573770492;0.96
daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;GPT-4o;1;0;0;0;1;1.0;1.0;1.0;1.0
