ID;invariantType;classification;GPT_verdict;promptTokens;completionTokens;totalTokens
137;daikon.inv.binary.twoString.StdString$SubString;TP;FP;413;377;790
138;daikon.inv.binary.twoString.StdString$SubString;TP;FP;415;474;889
139;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;500;922
140;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;432;851
141;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;474;893
142;daikon.inv.binary.twoString.StdString$SubString;TP;FP;418;406;824
143;daikon.inv.binary.twoString.StdString$SubString;TP;FP;418;390;808
144;daikon.inv.binary.twoString.StdString$SubString;TP;FP;416;400;816
145;daikon.inv.binary.twoString.StdString$SubString;TP;FP;417;429;846
146;daikon.inv.binary.twoString.StdString$SubString;TP;FP;416;516;932
147;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;414;828
148;daikon.inv.binary.twoString.StdString$SubString;TP;FP;416;380;796
149;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;440;859
150;daikon.inv.binary.twoString.StdString$SubString;TP;FP;422;439;861
151;daikon.inv.binary.twoString.StdString$SubString;TP;FP;417;473;890
152;daikon.inv.binary.twoString.StdString$SubString;TP;FP;416;465;881
153;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;447;866
154;daikon.inv.binary.twoString.StdString$SubString;TP;FP;417;433;850
155;daikon.inv.binary.twoString.StdString$SubString;TP;FP;415;454;869
156;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;343;757
157;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;435;849
158;daikon.inv.binary.twoString.StdString$SubString;TP;FP;415;380;795
159;daikon.inv.binary.twoString.StdString$SubString;TP;FP;418;480;898
160;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;437;851
161;daikon.inv.binary.twoString.StdString$SubString;TP;FP;409;427;836
162;daikon.inv.binary.twoString.StdString$SubString;TP;FP;414;398;812
163;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;404;823
164;daikon.inv.binary.twoString.StdString$SubString;TP;FP;419;474;893
165;daikon.inv.binary.twoScalar.IntEqual;FP;FP;386;277;663
166;daikon.inv.unary.string.OneOfString;FP;FP;407;352;759
167;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;383;401;784
168;daikon.inv.binary.twoString.StdString$SubString;FP;FP;391;391;782
169;daikon.inv.binary.twoString.StdString$SubString;FP;FP;388;465;853
170;daikon.inv.binary.twoString.StdString$SubString;TP;FP;405;353;758
171;daikon.inv.unary.string.OneOfString;FP;FP;424;249;673
172;daikon.inv.unary.string.IsUrl;TP;FP;364;271;635
