ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
40;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;847;311;1158;50
41;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.95;962;233;1195;50
42;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;0.9;856;230;1086;10000
43;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;641;249;890;10000
44;daikon.inv.unary.scalar.NonZero;TP;TP;0.9;586;190;776;10000
45;daikon.inv.unary.scalar.NonZero;TP;TP;0.9;598;201;799;10000
46;daikon.inv.unary.scalar.NonZero;TP;TP;0.9;650;221;871;10000
47;daikon.inv.unary.sequence.EltNonZero;TP;TP;0.95;660;280;940;10000
48;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.9;692;225;917;100
49;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;694;249;943;10000
50;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;694;259;953;10000
51;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;681;233;914;100
52;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;714;220;934;50
53;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;716;243;959;50
54;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.9;701;242;943;100
55;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;695;253;948;50
56;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;0.95;678;258;936;10000
57;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.9;753;205;958;10000
58;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;0.8;689;223;912;100
59;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;0.9;689;282;971;50
60;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;745;223;968;10000
61;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;835;232;1067;10000
62;daikon.inv.unary.string.IsUrl;TP;TP;0.9;830;175;1005;10000
63;daikon.inv.unary.string.IsNumeric;FP;TP;0.9;692;215;907;100
64;daikon.inv.unary.string.IsUrl;TP;TP;0.95;994;248;1242;10000
65;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;695;189;884;10000
66;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;900;245;1145;100
67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;748;314;1062;10000
68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;868;319;1187;10000
69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;760;262;1022;10000
70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;847;294;1141;10000
71;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.95;787;188;975;10000
72;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.95;787;223;1010;10000
73;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;744;253;997;500
74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;681;263;944;100
75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;685;235;920;100
76;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;0.95;703;258;961;10000
77;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;0.9;688;233;921;10000
78;daikon.inv.unary.scalar.LowerBound;TP;TP;0.9;794;279;1073;10000
79;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;738;231;969;10000
80;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;0.9;759;263;1022;10000
81;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;763;271;1034;1000
82;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;781;246;1027;500
83;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;0.95;687;243;930;10000
84;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;0.95;683;224;907;10000
85;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;698;228;926;10000
86;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.9;750;270;1020;1000
87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;0.95;747;255;1002;1000
88;daikon.inv.unary.scalar.LowerBoundFloat;TP;TP;0.95;687;252;939;10000
