ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
93;daikon.inv.unary.string.IsUrl;TP;TP;0.95;728;409;1137;10000
94;daikon.inv.unary.string.IsUrl;TP;TP;0.95;746;387;1133;10000
95;daikon.inv.unary.string.IsUrl;TP;TP;0.95;769;377;1146;10000
96;daikon.inv.unary.string.IsUrl;TP;TP;0.95;706;356;1062;10000
97;daikon.inv.unary.string.IsUrl;TP;TP;0.95;730;383;1113;10000
98;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;740;416;1156;10000
99;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;766;361;1127;10000
100;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;734;369;1103;10000
101;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;760;391;1151;10000
102;daikon.inv.unary.string.FixedLengthString;TP;TP;0.95;734;493;1227;10000
103;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;0.95;760;456;1216;10000
104;daikon.inv.unary.string.IsUrl;TP;TP;0.9;720;419;1139;10000
105;daikon.inv.unary.string.FixedLengthString;TP;FP;0.7;743;401;1144;10000
106;daikon.inv.binary.twoString.StdString$SubString;FP;TP;0.95;737;466;1203;50
107;daikon.inv.binary.twoString.StdString$SubString;FP;TP;0.9;751;336;1087;50
108;daikon.inv.binary.twoString.StdString$SubString;FP;TP;0.95;742;436;1178;50
109;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;750;344;1094;10000
110;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.99;797;367;1164;10000
111;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;816;427;1243;10000
112;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;783;420;1203;10000
113;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;790;344;1134;10000
114;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;845;417;1262;10000
115;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;859;352;1211;10000
116;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;858;392;1250;10000
117;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;869;417;1286;10000
118;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;843;378;1221;10000
119;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;835;355;1190;10000
120;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;833;457;1290;10000
121;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;816;391;1207;10000
122;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;850;419;1269;10000
123;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;772;354;1126;10000
124;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;817;372;1189;10000
125;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;873;385;1258;10000
126;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;887;372;1259;10000
127;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;859;415;1274;10000
128;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;853;432;1285;10000
129;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;867;451;1318;10000
130;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;851;364;1215;10000
131;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;883;400;1283;10000
132;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;903;397;1300;10000
133;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;865;392;1257;10000
134;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;843;397;1240;10000
135;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;853;348;1201;10000
136;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;849;399;1248;10000
137;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;845;357;1202;10000
138;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;843;370;1213;10000
139;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;895;389;1284;10000
140;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;860;384;1244;10000
141;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;862;413;1275;10000
142;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;868;361;1229;10000
143;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;880;422;1302;10000
144;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;865;356;1221;10000
145;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;875;401;1276;10000
146;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;849;413;1262;10000
147;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;843;336;1179;10000
148;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;863;400;1263;10000
149;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;871;415;1286;10000
150;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;887;411;1298;10000
151;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;857;389;1246;10000
152;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;857;423;1280;10000
153;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;853;380;1233;10000
154;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;885;376;1261;10000
155;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;853;364;1217;10000
156;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;849;330;1179;10000
157;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.99;847;411;1258;10000
158;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;863;406;1269;10000
159;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;863;409;1272;10000
160;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;829;417;1246;10000
161;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;797;403;1200;10000
162;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;757;402;1159;10000
163;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;767;392;1159;10000
164;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;775;416;1191;10000
165;daikon.inv.binary.twoScalar.IntEqual;FP;FP;0.7;667;374;1041;10000
166;daikon.inv.unary.string.OneOfString;FP;FP;0.9;679;446;1125;500
167;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;0.95;718;467;1185;10000
168;daikon.inv.binary.twoString.StdString$SubString;FP;TP;0.95;759;399;1158;10000
169;daikon.inv.binary.twoString.StdString$SubString;FP;FP;0.6;689;550;1239;1000
170;daikon.inv.binary.twoString.StdString$SubString;TP;FP;0.8;778;447;1225;10000
171;daikon.inv.unary.string.OneOfString;FP;FP;0.9;714;392;1106;1000
172;daikon.inv.unary.string.IsUrl;TP;TP;0.95;707;406;1113;10000
