systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;promptTokens;completionTokens;totalTokens;GPT_Model
Marvel_getComicById;72;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;576;535;1111;GPT-4o-mini
Marvel_getComicById;73;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;547;478;1025;GPT-4o-mini
Marvel_getComicById;74;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;559;440;999;GPT-4o-mini
Marvel_getComicById;75;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;555;486;1041;GPT-4o-mini
Marvel_getComicById;76;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;547;468;1015;GPT-4o-mini
Marvel_getComicById;77;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;549;513;1062;GPT-4o-mini
Marvel_getComicById;78;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;549;483;1032;GPT-4o-mini
Marvel_getComicById;79;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;551;490;1041;GPT-4o-mini
Marvel_getComicById;80;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;544;485;1029;GPT-4o-mini
Marvel_getComicById;81;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;573;469;1042;GPT-4o-mini
Marvel_getComicById;82;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;574;469;1043;GPT-4o-mini
Marvel_getComicById;83;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;514;373;887;GPT-4o-mini
Marvel_getComicById;84;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;515;386;901;GPT-4o-mini
Marvel_getComicById;85;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;514;363;877;GPT-4o-mini
Marvel_getComicById;86;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;533;463;996;GPT-4o-mini
Marvel_getComicById;87;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;543;441;984;GPT-4o-mini
Marvel_getComicById;88;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;533;428;961;GPT-4o-mini
Marvel_getComicById;89;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;535;447;982;GPT-4o-mini
Marvel_getComicById;90;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;535;416;951;GPT-4o-mini
Marvel_getComicById;91;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;544;530;1074;GPT-4o-mini
Marvel_getComicById;92;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;560;424;984;GPT-4o-mini
Marvel_getComicById;93;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;521;289;810;GPT-4o-mini
Marvel_getComicById;94;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;540;283;823;GPT-4o-mini
Marvel_getComicById;95;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;588;474;1062;GPT-4o-mini
Marvel_getComicById;96;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;571;437;1008;GPT-4o-mini
Marvel_getComicById;97;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;569;345;914;GPT-4o-mini
Marvel_getComicById;98;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;563;519;1082;GPT-4o-mini
Marvel_getComicById;99;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;531;348;879;GPT-4o-mini
Marvel_getComicById;100;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;579;533;1112;GPT-4o-mini
Marvel_getComicById;101;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;562;513;1075;GPT-4o-mini
Marvel_getComicById;102;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;560;486;1046;GPT-4o-mini
Marvel_getComicById;103;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;554;544;1098;GPT-4o-mini
Marvel_getComicById;104;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;587;531;1118;GPT-4o-mini
Marvel_getComicById;105;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;566;453;1019;GPT-4o-mini
Marvel_getComicById;106;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;562;459;1021;GPT-4o-mini
Marvel_getComicById;107;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;586;432;1018;GPT-4o-mini
Marvel_getComicById;108;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;571;460;1031;GPT-4o-mini
Marvel_getComicById;109;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;567;453;1020;GPT-4o-mini
Marvel_getComicById;110;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;561;453;1014;GPT-4o-mini
Marvel_getComicById;111;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;585;375;960;GPT-4o-mini
Marvel_getComicById;112;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;560;463;1023;GPT-4o-mini
