ID;invariantType;classification;GPT_verdict;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations
72;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;927;570;1497;10000
73;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;865;423;1288;10000
74;daikon.inv.unary.string.IsUrl;TP;TP;0.95;915;349;1264;10000
75;daikon.inv.unary.string.IsUrl;TP;TP;0.95;929;361;1290;10000
76;daikon.inv.unary.string.IsUrl;TP;FP;0.9;901;396;1297;10000
77;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1041;340;1381;10000
78;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1062;401;1463;10000
79;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;1037;422;1459;10000
80;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;992;386;1378;10000
81;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;996;380;1376;10000
82;daikon.inv.binary.twoString.StdString$SubString;TP;TP;0.95;986;350;1336;10000
83;daikon.inv.unary.string.OneOfString;TP;TP;0.95;738;361;1099;10000
84;daikon.inv.unary.scalar.OneOfScalar;FP;FP;0.7;831;449;1280;10000
85;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;907;401;1308;10000
86;daikon.inv.unary.scalar.LowerBound;TP;TP;0.95;683;369;1052;10000
